0.050879773	-0.009487784	0.0077974955	-0.013989796	0.03299479	0.005904017	0.013798846	-0.032491088	0.023815451	0.047970075	-0.006599147	-0.06908627	0.00793513	0.015361062	0.028898597	0.0013810998
0.05021183	-0.0658333	0.034467265	0.026363058	-0.045132164	0.037784718	-0.008961084	-0.005327227	-0.03567509	-0.015935771	0.04597871	-0.012050391	-0.028704911	-0.023397831	-0.026099743	0.0057431576
0.023292901	-0.02948926	0.060533945	-0.014143002	-0.044707008	0.05460788	0.01826218	0.02136595	-0.02827976	0.016702928	0.013606561	-0.0119208135	0.022107884	-0.04863633	0.016440025	-0.04842512
0.041810673	-0.004119688	0.036213964	-0.033095744	-0.048693806	-0.019452447	0.0022508383	-0.009546679	-0.07017229	-0.031858694	0.0019753894	-0.016525999	0.018351486	-0.06212714	0.041161347	-0.018725516
-0.00084573566	-0.011131313	-0.01879273	0.020105116	0.039903086	-0.020142049	-0.0024280488	0.007365114	0.029825266	0.0007357642	0.011213372	-0.026401378	0.03410784	0.043997116	-0.018908564	-0.04110113
0.077353925	0.001351742	-0.037405524	-0.03383891	0.014705953	0.016027158	-0.01004314	-0.014608622	-0.041809525	0.02781225	0.028398119	0.0063569355	-0.032058038	0.050240245	0.03504393	0.004709034
-0.07695663	-0.05383127	0.030723669	-0.019333927	-0.013103115	-0.01308625	0.011200347	0.002112046	0.024941644	-0.01390373	-0.030792587	0.024849063	0.03877236	-0.06335853	-0.017128518	0.004921465
0.043447886	0.053746574	-0.059012454	-0.00093368284	-0.0028938202	-0.045233715	-0.008393979	-0.010672057	-0.039920542	-0.07606669	0.011362097	0.011351079	0.006276332	0.0019696166	-0.00976283	-0.022521386
0.01967825	0.0011646403	0.0072721345	-0.052015286	-0.04535237	0.023617422	-0.021642417	0.046619423	0.0381774	0.06714895	-0.031077947	0.04147888	-0.004287277	-0.059391815	0.010710072	-0.028490845
-0.12855475	-0.002021654	0.052150752	-0.030342037	-0.009569723	-0.019876841	-0.015990103	0.066191815	-0.029464524	0.039259728	-0.0077593	0.0042451266	0.012443221	-0.03326901	0.012322342	0.060200617
0.017354306	0.016702982	-0.0078088986	0.031929314	-0.014076476	0.010391461	-0.023523768	0.057568703	-0.07353432	-0.023712123	0.025362065	-0.07298522	0.05838886	0.023231544	-0.05070896	0.025486318
-0.16676462	0.03123822	-0.020340849	-0.019919738	-0.054019384	-0.03653191	0.05111911	-0.017358392	0.02573614	-0.028983321	-0.060622804	0.028933208	-0.023377223	-0.06439382	-0.026319278	0.0346801
0.046858568	0.03656511	0.028047325	0.0042547807	0.00795119	-0.011320221	0.029174628	0.029064648	0.010477444	0.02514825	0.0077480716	-0.027050134	0.027139887	-0.002944647	-0.026871458	-0.012645419
-0.0969403	0.08887561	-0.0029871266	0.0101678725	0.044409867	-0.028425774	-0.009284769	-0.069148615	0.040015396	0.025337273	0.013682523	0.04743993	-0.013715337	-0.041802373	-0.0049365903	0.045734193
0.045203954	-0.043818522	-0.022150539	-0.030752383	0.048673857	-0.012850445	-0.05428933	0.042998437	-0.004836754	0.06185666	-0.007630255	0.028802907	0.010114482	0.1013512	-0.031022346	-0.021948665
0.077733375	-0.0238007	0.03484335	0.06310899	-0.026366089	-0.035617284	-0.01782862	-0.024245504	0.02754979	-0.041656993	0.009210687	0.022504732	-0.057547264	0.030830504	-0.038958166	-0.024535982
0.03767595	0.022521859	-0.06232344	-0.036587268	0.03520396	0.030981965	0.0025606742	0.034177683	0.056502678	-0.035386674	-0.009580771	0.048578102	-0.011281504	0.032553542	0.04199692	-0.026157351
-0.07708319	-0.012443124	-0.03711467	0.033331268	-0.0057601756	0.033901248	0.049459275	-0.00022511178	-0.025085099	0.02987174	0.060614992	-0.012033954	-0.019400155	-0.05772666	-0.033291847	-0.025952607
-0.08427409	-0.025867399	0.062677115	-0.0008093785	-0.065479696	0.01584362	0.033112306	-0.001542275	-0.01867931	-0.08432978	-0.043605316	-0.10254911	-0.032606807	-0.20038691	0.01204131	0.052064713
-0.10718213	-0.051895045	0.03836547	0.030869802	-0.050598707	-0.00495615	0.05272817	-0.02086234	0.030927703	0.018531328	0.008575949	-0.008062698	0.05403926	-0.013942572	-0.022896513	-0.014446623
